"product_type","product_name","size","gender","age","city","state","country","total_quantity_sold"
"Shirt","Mandarin Collar","XS","Non-binary",23,"West Bella","South Australia","Australia",2
"Jacket","Denim","M","Female",57,"Mayerland","Victoria","Australia",2
"Jacket","Windbreaker","XL","Genderqueer",74,"South Charles","New South Wales","Australia",2
"Trousers","High-Waisted","M","Female",50,"Isabellaton","Australian Capital Territory","Australia",2
"Jacket","Puffer","XS","Female",34,"Jasmineville","Victoria","Australia",2
"Jacket","Denim","S","Agender",66,"South Xavierport","South Australia","Australia",2
"Trousers","Relaxed Leg","S","Genderfluid",23,"Kaifort","Victoria","Australia",2
"Jacket","Peacoat","S","Non-binary",73,"Sarahstad","Western Australia","Australia",2
"Trousers","Pleated","S","Bigender",52,"Port Isabel","Northern Territory","Australia",2
"Shirt","Denim","S","Non-binary",71,"Port Marcusshire","Western Australia","Australia",2
"Jacket","Pullover","S","Polygender",45,"Samuelside","New South Wales","Australia",2
"Jacket","Windbreaker","M","Non-binary",22,"West Cooper","Tasmania","Australia",2
"Trousers","Tracksuit Bottoms","XS","Male",57,"Parisianmouth","Queensland","Australia",2
"Shirt","Camp Collared","XL","Non-binary",59,"North Elijahshire","Western Australia","Australia",2
"Trousers","Drawstring","M","Female",64,"Blakeborough","Australian Capital Territory","Australia",2
"Jacket","Peacoat","S","Non-binary",57,"West Marcus","South Australia","Australia",2
"Jacket","Shearling","S","Non-binary",57,"Fadelland","Tasmania","Australia",2
"Jacket","Coach","M","Polygender",60,"Carterbury","Queensland","Australia",2
"Jacket","Shearling","XS","Bigender",57,"Port Rosemouth","Queensland","Australia",2
"Trousers","High-Waisted","L","Female",57,"East Zacharystad","Queensland","Australia",2
"Shirt","Cuban Collar","L","Genderqueer",25,"New Codyville","Victoria","Australia",2
"Shirt","Mandarin Collar","M","Polygender",26,"New Leah","Queensland","Australia",2
"Shirt","Cuban Collar","M","Male",78,"Port Blake","Queensland","Australia",2
"Trousers","Cords","S","Non-binary",23,"West Bella","South Australia","Australia",2
"Trousers","Joggers","S","Agender",57,"West Ashley","South Australia","Australia",2
"Jacket","Peacoat","S","Agender",25,"Islamouth","Western Australia","Australia",2
"Trousers","Joggers","XL","Genderfluid",72,"Davidtown","Victoria","Australia",2
"Shirt","Henley","XS","Non-binary",78,"Port Haydenchester","Western Australia","Australia",2
"Jacket","Bomber","L","Genderfluid",72,"Davidtown","Victoria","Australia",2
"Trousers","Drawstring","S","Male",46,"Thomaschester","Tasmania","Australia",2
"Trousers","Cords","S","Genderfluid",38,"New Emmastad","South Australia","Australia",2
"Trousers","Joggers","XS","Polygender",77,"West Stella","South Australia","Australia",2
"Trousers","Tracksuit Bottoms","XL","Bigender",76,"Masonfurt","Queensland","Australia",2
"Trousers","Pleated","S","Genderfluid",23,"Kaifort","Victoria","Australia",2
"Shirt","Cuban Collar","L","Genderfluid",37,"West Zoe","Victoria","Australia",2
"Jacket","Windbreaker","M","Male",75,"North Sophieland","Australian Capital Territory","Australia",2
"Trousers","Joggers","XS","Non-binary",47,"North Lukeshire","Tasmania","Australia",2
"Trousers","Pleated","L","Male",48,"Miafort","Australian Capital Territory","Australia",2
"Jacket","Parka","L","Bigender",26,"Audreyport","Tasmania","Australia",2
"Shirt","Denim","S","Female",30,"Spencerborough","Western Australia","Australia",2
"Trousers","Drawstring","L","Genderqueer",38,"Lake Alihaven","Northern Territory","Australia",2
"Jacket","Coach","S","Genderfluid",20,"Blakemouth","Northern Territory","Australia",2
"Trousers","Tracksuit Bottoms","M","Non-binary",21,"New Matildaville","South Australia","Australia",2
"Shirt","Dress","S","Polygender",67,"O'connertown","Tasmania","Australia",2
"Jacket","Coach","XL","Genderqueer",38,"Violetfort","South Australia","Australia",2
"Shirt","Henley","M","Non-binary",73,"Sarahstad","Western Australia","Australia",2
"Jacket","Peacoat","M","Agender",39,"Amelieburgh","New South Wales","Australia",2
"Jacket","Denim","S","Genderfluid",32,"Heaneyview","South Australia","Australia",2
"Trousers","Slim-Fit","XS","Male",26,"Hicklebury","New South Wales","Australia",2
"Trousers","Drawstring","M","Agender",25,"Islamouth","Western Australia","Australia",2
"Shirt","Dress","S","Female",63,"South Heidi","Western Australia","Australia",2
"Shirt","Dress","M","Genderfluid",28,"East Lauren","Victoria","Australia",2
"Trousers","Chinos","XS","Genderqueer",76,"Rubyfort","Tasmania","Australia",2
"Jacket","Leather","XL","Non-binary",67,"Alexandramouth","New South Wales","Australia",2
"Jacket","Denim","M","Genderqueer",38,"Violetfort","South Australia","Australia",2
"Shirt","Casual Slim Fit","S","Genderqueer",71,"Oscarberg","South Australia","Australia",2
"Trousers","Cords","XS","Polygender",61,"Fadelburgh","New South Wales","Australia",2
"Trousers","Slim-Fit","XS","Bigender",63,"Port Natalie","Victoria","Australia",2
"Jacket","Leather","XL","Female",63,"Lake Paigemouth","Northern Territory","Australia",2
"Jacket","Coach","S","Female",59,"Port Hannahburgh","Australian Capital Territory","Australia",2
"Trousers","High-Waisted","M","Female",75,"West Thomas","Victoria","Australia",2
"Jacket","Peacoat","XS","Non-binary",75,"Smythland","South Australia","Australia",2
"Jacket","Trench Coat","S","Genderfluid",51,"West Olivertown","Western Australia","Australia",2
"Trousers","Relaxed Leg","S","Female",45,"Michaelfurt","Northern Territory","Australia",2
"Jacket","Coach","L","Female",33,"North Mikayla","Tasmania","Australia",2
"Shirt","Linen","XL","Female",34,"Jasmineville","Victoria","Australia",2
"Shirt","Oxford Cloth","S","Genderfluid",45,"West Finnberg","Australian Capital Territory","Australia",2
"Jacket","Trench Coat","XL","Bigender",74,"Lake Jesse","New South Wales","Australia",2
"Trousers","Chinos","L","Genderfluid",72,"West Baileyville","New South Wales","Australia",2
"Jacket","Windbreaker","S","Non-binary",26,"New Jackson","South Australia","Australia",2
"Trousers","Relaxed Leg","XL","Male",38,"Port Chelseaport","Victoria","Australia",2
"Shirt","Chambray","L","Male",63,"North Isabelleside","South Australia","Australia",2
"Trousers","High-Waisted","S","Male",26,"Harryburgh","Tasmania","Australia",2
"Trousers","Cropped","S","Genderfluid",57,"Port Jettshire","Western Australia","Australia",2
"Trousers","Drawstring","XS","Female",39,"East Piper","Northern Territory","Australia",2
"Shirt","Polo","XS","Non-binary",45,"Krisland","Western Australia","Australia",2
"Shirt","Mandarin Collar","M","Male",57,"South Cameron","Australian Capital Territory","Australia",2
"Jacket","Shearling","L","Genderqueer",43,"East Kaylabury","Australian Capital Territory","Australia",2
"Trousers","Wool","XS","Bigender",22,"North Jasperville","Northern Territory","Australia",2
"Jacket","Coach","S","Female",75,"West Thomas","Victoria","Australia",2
"Trousers","Cords","L","Genderqueer",55,"Hollyfort","Northern Territory","Australia",2
"Shirt","Denim","XL","Female",31,"Davidshire","South Australia","Australia",2
"Trousers","High-Waisted","M","Male",71,"Lake Audreyborough","Tasmania","Australia",2
"Jacket","Windbreaker","M","Male",23,"O'keefeton","Tasmania","Australia",2
"Shirt","Flannel","L","Genderfluid",74,"Ebertfurt","Australian Capital Territory","Australia",2
"Jacket","Coach","S","Genderfluid",39,"North Jessica","Western Australia","Australia",2
"Shirt","Mandarin Collar","M","Polygender",24,"West Benjaminberg","Australian Capital Territory","Australia",2
"Jacket","Denim","L","Female",55,"Doylebury","Victoria","Australia",2
"Trousers","Relaxed Leg","S","Male",21,"West Grace","Australian Capital Territory","Australia",2
"Jacket","Denim","XS","Non-binary",73,"Port Molly","Tasmania","Australia",2
"Jacket","Denim","XS","Genderqueer",45,"Barrowschester","Victoria","Australia",2
"Jacket","Cardigan","L","Genderfluid",32,"Port Sarah","Queensland","Australia",2
"Trousers","Drawstring","S","Female",75,"West Thomas","Victoria","Australia",2
"Trousers","Relaxed Leg","M","Bigender",32,"New Beaumouth","Australian Capital Territory","Australia",2
"Trousers","Relaxed Leg","XS","Non-binary",46,"West Michaelport","Tasmania","Australia",2
"Trousers","Drawstring","XL","Non-binary",21,"New Matildaville","South Australia","Australia",2
"Trousers","Cargo Pants","M","Male",78,"Port Liam","South Australia","Australia",2
"Shirt","Cuban Collar","M","Genderfluid",54,"New Masonport","Northern Territory","Australia",2
"Jacket","Puffer","XL","Female",26,"Jacobport","New South Wales","Australia",2
"Jacket","Leather","M","Female",67,"West Hayleyhaven","New South Wales","Australia",2
"Jacket","Cardigan","M","Bigender",68,"Zacshire","New South Wales","Australia",2
"Jacket","Windbreaker","L","Non-binary",52,"South Evaport","Northern Territory","Australia",2
"Trousers","Pleated","M","Bigender",61,"Port Hunter","Tasmania","Australia",2
"Trousers","Cords","XL","Male",75,"Samanthaberg","South Australia","Australia",2
"Trousers","Cords","M","Male",47,"Chelseahaven","Victoria","Australia",2
"Shirt","Denim","M","Genderfluid",20,"Blakemouth","Northern Territory","Australia",2
"Jacket","Coach","XL","Genderfluid",73,"Abigailshire","New South Wales","Australia",2
"Shirt","Denim","L","Male",80,"Port Sophia","New South Wales","Australia",2
"Jacket","Bomber","S","Polygender",21,"Hackettchester","South Australia","Australia",2
"Jacket","Bomber","XL","Female",66,"Hoppeville","New South Wales","Australia",2
"Jacket","Denim","M","Bigender",57,"Lake Owenfurt","Australian Capital Territory","Australia",2
"Trousers","Pleated","XL","Polygender",58,"Joelmouth","Australian Capital Territory","Australia",2
"Trousers","Tracksuit Bottoms","XL","Polygender",61,"New Emilyton","Northern Territory","Australia",2
"Trousers","Joggers","M","Male",62,"Chloeville","South Australia","Australia",2
"Shirt","Flannel","M","Male",78,"Port Blake","Queensland","Australia",2
"Shirt","Dress","XL","Genderfluid",32,"East Max","Tasmania","Australia",2
"Shirt","Chambray","XL","Bigender",53,"Stewartland","Australian Capital Territory","Australia",2
"Shirt","Flannel","M","Non-binary",69,"Thompsonport","Northern Territory","Australia",2
"Jacket","Bomber","M","Agender",22,"Jordanside","Australian Capital Territory","Australia",2
"Jacket","Pullover","L","Bigender",34,"North Cody","Victoria","Australia",2
"Shirt","Denim","S","Polygender",67,"Violetborough","Victoria","Australia",2
"Shirt","Oxford Cloth","M","Non-binary",46,"West Michaelport","Tasmania","Australia",2
"Jacket","Cardigan","M","Genderfluid",36,"Walterland","Victoria","Australia",2
"Shirt","Casual Slim Fit","S","Male",38,"Port Chelseaport","Victoria","Australia",2
"Shirt","Henley","XS","Agender",27,"Harrismouth","Queensland","Australia",2
"Shirt","Henley","S","Agender",74,"Haleybury","Australian Capital Territory","Australia",2
"Jacket","Leather","L","Agender",31,"New Jayden","Tasmania","Australia",2
"Jacket","Peacoat","M","Male",75,"New Chase","Australian Capital Territory","Australia",2
"Shirt","Flannel","XL","Genderqueer",65,"Samuelland","South Australia","Australia",2
"Trousers","Joggers","XL","Bigender",78,"Taylorfurt","New South Wales","Australia",2
"Jacket","Coach","XS","Agender",76,"Grimesstad","Northern Territory","Australia",2
"Jacket","Puffer","XS","Agender",27,"Harrismouth","Queensland","Australia",2
"Trousers","Cords","L","Male",53,"Amberland","Western Australia","Australia",2
"Shirt","Henley","XS","Female",63,"South Heidi","Western Australia","Australia",2
"Shirt","Cuban Collar","L","Polygender",26,"New Leah","Queensland","Australia",2
"Jacket","Pullover","M","Polygender",22,"Dickensshire","Victoria","Australia",2
"Trousers","Cargo Pants","XL","Genderfluid",54,"New Masonport","Northern Territory","Australia",2
"Trousers","Joggers","XS","Agender",41,"Lake Lukeberg","South Australia","Australia",2
"Jacket","Shearling","XL","Polygender",44,"Port Aliview","Western Australia","Australia",2
"Shirt","Casual Slim Fit","XS","Female",60,"Ameliaview","South Australia","Australia",2
"Jacket","Peacoat","XS","Agender",58,"Lake Mikaylashire","Australian Capital Territory","Australia",2
"Trousers","Tracksuit Bottoms","XL","Polygender",53,"Zacharybury","Northern Territory","Australia",2
"Trousers","Relaxed Leg","M","Genderqueer",63,"East Aidan","Western Australia","Australia",2
"Trousers","Cropped","XS","Genderfluid",35,"Claudiaview","Western Australia","Australia",2
"Trousers","Chinos","XS","Genderqueer",27,"Cassinport","Western Australia","Australia",2
"Trousers","Joggers","XS","Polygender",61,"Fadelburgh","New South Wales","Australia",2
"Jacket","Leather","XS","Non-binary",72,"Port Anna","South Australia","Australia",2
"Shirt","Henley","S","Polygender",40,"Hackettland","South Australia","Australia",2
"Jacket","Trench Coat","XS","Genderfluid",45,"North Nicholaston","Victoria","Australia",2
"Trousers","Joggers","L","Polygender",66,"South Clairetown","Queensland","Australia",2
"Jacket","Shearling","XL","Female",49,"North Avabury","South Australia","Australia",2
"Jacket","Trench Coat","XL","Polygender",43,"East Gabriel","Australian Capital Territory","Australia",2
"Jacket","Windbreaker","L","Bigender",77,"South Nathan","South Australia","Australia",2
"Trousers","Chinos","L","Genderfluid",61,"Kiehnstad","Australian Capital Territory","Australia",2
"Jacket","Leather","XS","Agender",31,"Bauchton","Northern Territory","Australia",2
"Trousers","Pleated","S","Genderfluid",20,"Blakemouth","Northern Territory","Australia",2
"Shirt","Denim","XL","Polygender",57,"Hoppetown","Queensland","Australia",2
"Shirt","Denim","XS","Agender",22,"Jordanside","Australian Capital Territory","Australia",2
"Trousers","Joggers","L","Genderfluid",45,"Edwardtown","Western Australia","Australia",2
"Shirt","Polo","XL","Female",48,"Codyview","Northern Territory","Australia",2
"Trousers","Cropped","L","Agender",74,"Haleybury","Australian Capital Territory","Australia",2
"Jacket","Denim","XL","Non-binary",72,"Port Anna","South Australia","Australia",2
"Shirt","Casual Slim Fit","XS","Polygender",55,"Lake Alanafort","Western Australia","Australia",2
"Jacket","Cardigan","XS","Non-binary",31,"South Callum","Tasmania","Australia",2
"Trousers","Joggers","S","Polygender",68,"West Audreyhaven","Queensland","Australia",2
"Shirt","Cuban Collar","L","Genderfluid",65,"East Lillyville","Victoria","Australia",2
"Jacket","Bomber","XL","Female",60,"West Callumside","Tasmania","Australia",2
"Shirt","Mandarin Collar","L","Male",51,"Lake Nicholasfort","Australian Capital Territory","Australia",2
"Shirt","Casual Slim Fit","S","Genderfluid",72,"Davidtown","Victoria","Australia",2
"Jacket","Shearling","M","Polygender",53,"North Scarlettborough","Northern Territory","Australia",2
"Shirt","Linen","S","Polygender",73,"Port Zoeborough","Australian Capital Territory","Australia",2
"Jacket","Bomber","XL","Non-binary",73,"North Josephmouth","Queensland","Australia",2
"Trousers","Cargo Pants","S","Genderqueer",35,"New Masonstad","New South Wales","Australia",2
"Trousers","Cargo Pants","XL","Genderfluid",69,"Lake Callumville","Queensland","Australia",2
"Shirt","Cuban Collar","M","Bigender",34,"North Marcusland","Northern Territory","Australia",2
"Trousers","Relaxed Leg","XS","Male",34,"East Aidan","Australian Capital Territory","Australia",2
"Shirt","Polo","XS","Agender",51,"Lake Matildaville","Western Australia","Australia",2
"Shirt","Camp Collared","XL","Male",24,"Abbottburgh","Northern Territory","Australia",2
"Shirt","Casual Slim Fit","XL","Male",46,"Port Lily","Australian Capital Territory","Australia",2
"Jacket","Shearling","S","Non-binary",52,"South Evaport","Northern Territory","Australia",2
"Trousers","Joggers","S","Non-binary",32,"Lake Amelia","Victoria","Australia",2
"Trousers","Cords","XL","Genderfluid",44,"East Madison","New South Wales","Australia",2
"Trousers","Slim-Fit","L","Female",67,"West Hayleyhaven","New South Wales","Australia",2
"Trousers","Joggers","XS","Agender",52,"Callumborough","Queensland","Australia",2
"Shirt","Oxford Cloth","M","Polygender",66,"South Clairetown","Queensland","Australia",2
"Jacket","Denim","M","Bigender",46,"North Lillian","Australian Capital Territory","Australia",2
"Trousers","Chinos","XS","Agender",39,"Amelieburgh","New South Wales","Australia",2
